candidate_id,unit_k0_1,encoded_k0_1,physical_k0_1,unit_k0_2,encoded_k0_2,physical_k0_2,unit_k0_3,encoded_k0_3,physical_k0_3,unit_G_OH,encoded_G_OH,physical_G_OH,unit_G_O,encoded_G_O,physical_G_O
0,0.9317029537633061,4.453623630106449,28419.970978592082,0.1052422747015953,-2.1580618023872375,0.006949254190127192,0.8845277959480882,4.076222367584705,11918.521042781715,0.3549931636080146,1.1549931636080146,1.1549931636080146,0.8288857946172357,3.194662953540683,3.194662953540683
1,0.1840206952765584,-1.5278344377875328,0.02965961861221892,0.8315150989219546,3.652120791375637,4488.702179333561,0.19995452743023634,-1.4003637805581093,0.0397773841402594,0.7700491836294532,1.5700491836294532,1.5700491836294532,0.037463544867932796,2.2449562538415195,2.2449562538415195
2,0.2740418165922165,-0.8076654672622681,0.15571646382514776,0.266264108940959,-0.8698871284723282,0.13493135186122124,0.5918157994747162,1.7345263957977295,54.26582323182952,0.1445647869259119,0.944564786925912,0.944564786925912,0.352058089338243,2.622469707205892,2.622469707205892
3,0.5301583707332611,1.2412669658660889,17.428779114787993,0.539167788811028,1.313342310488224,20.57511685739013,0.276388892903924,-0.7888888567686081,0.1625964814137314,0.7295393440872431,1.5295393440872431,1.5295393440872431,0.5293972129002213,2.8352766554802655,2.8352766554802655
4,0.7049913443624973,2.6399307548999786,436.44623851022607,0.43342044297605753,0.46736354380846024,2.9333476954559514,0.10738898534327745,-2.1408881172537804,0.007229560272154995,0.5589543152600527,1.3589543152600527,1.3589543152600527,0.6357798669487238,2.9629358403384685,2.9629358403384685
5,0.4605369158089161,0.6842953264713287,4.833874006608319,0.6283512357622385,2.026809886097908,106.36772879056666,0.7900014882907271,3.320011906325817,2089.3534103786287,0.06577329523861408,0.8657732952386141,0.8657732952386141,0.4976283200085163,2.7971539840102198,2.7971539840102198
6,0.11269947234541178,-2.098404221236706,0.007972522962305136,0.1881779721006751,-1.4945762231945992,0.03202018057865501,0.43183209374547005,0.4546567499637604,2.848765820058348,0.9412426417693496,1.7412426417693496,1.7412426417693496,0.17510787770152092,2.4101294532418254,2.4101294532418254
7,0.8643522346392274,3.914817877113819,8218.979119495732,0.9922396205365658,4.937916964292526,86679.61312826784,0.749219773337245,2.99375818669796,985.7304823056405,0.4343930846080184,1.2343930846080184,1.2343930846080184,0.9431948233395815,3.331833788007498,3.331833788007498
8,0.7510450454428792,3.0083603635430336,1019.4369330645483,0.3386889174580574,-0.29048866033554077,0.512284646119857,0.48657919093966484,0.8926335275173187,7.809685186154757,0.026252728886902332,0.8262527288869024,0.8262527288869024,0.06794541329145432,2.2815344959497454,2.2815344959497454
9,0.00725672859698534,-2.9419461712241173,0.001143019998009104,0.5961201889440417,1.7689615115523338,58.74372898114599,0.6789573188871145,2.431658551096916,270.1833306552185,0.5995079400017858,1.3995079400017858,1.3995079400017858,0.7998384889215231,3.159806186705828,3.159806186705828
10,0.4097892940044403,0.27831435203552246,1.8980792962540103,0.03290720097720623,-2.73674239218235,0.0018334016075856946,0.03663827944546938,-2.706893764436245,0.00196384060575461,0.4740387126803398,1.2740387126803399,1.2740387126803399,0.6228862088173628,2.9474634505808353,2.9474634505808353
11,0.6619890183210373,2.2959121465682983,197.65697593663063,0.7744693281129003,3.195754624903202,1569.4758045969627,0.8442603340372443,3.7540826722979546,5676.526534838182,0.9008138403296471,1.700813840329647,1.700813840329647,0.2610407769680023,2.513248932361603,2.513248932361603
12,0.6044040508568287,1.8352324068546295,68.42777313507499,0.13552648667246103,-1.9157881066203117,0.012139810104103638,0.5219386741518974,1.1755093932151794,14.979916522724661,0.8254247903823853,1.6254247903823853,1.6254247903823853,0.4046551464125514,2.685586175695062,2.685586175695062
13,0.35604608431458473,-0.15163132548332214,0.7052915400330825,0.924298832193017,4.394390657544136,24796.51556457585,0.3315060306340456,-0.3479517549276352,0.4487952431025264,0.29904457926750183,1.0990445792675019,1.0990445792675019,0.727318954654038,3.0727827455848455,3.0727827455848455
14,0.1957048261538148,-1.4343613907694817,0.036782276879508774,0.48597855772823095,0.8878284618258476,7.72375451023089,0.9391566226258874,4.513252981007099,32602.65595269822,0.6745288567617536,1.4745288567617536,1.4745288567617536,0.9122140603139997,3.2946568723767995,3.2946568723767995
15,0.9512687558308244,4.610150046646595,40752.10500398048,0.6963817588984966,2.571054071187973,372.43807321597353,0.1295890910550952,-1.9632872715592384,0.010882100399548766,0.2008787291124463,1.0008787291124464,1.0008787291124464,0.2036164803430438,2.4443397764116526,2.4443397764116526
16,0.988991878926754,4.911935031414032,81646.02232857724,0.44450610782951117,0.5560488626360893,3.5978981296627714,0.6371675431728363,2.0973403453826904,125.12392099894726,0.9726768964901567,1.7726768964901567,1.7726768964901567,0.532596810720861,2.839116172865033,2.839116172865033
17,0.23708326369524002,-1.1033338904380798,0.07882538662442233,0.7495748363435268,2.9965986907482147,992.1987846900535,0.44673491455614567,0.5738793164491653,3.7486881766960223,0.4013748103752732,1.2013748103752733,1.2013748103752733,0.3359171310439706,2.603100557252765,2.603100557252765
18,0.33418447244912386,-0.3265242204070091,0.47149357561954813,0.18389778677374125,-1.52881770581007,0.02959254346646069,0.839542263187468,3.7163381054997444,5204.009797148344,0.5269124619662762,1.3269124619662762,1.3269124619662762,0.024565049447119236,2.229478059336543,2.229478059336543
19,0.5784141020849347,1.6273128166794777,42.39482205025872,0.8798356596380472,4.038685277104378,10931.638892565516,0.02997471671551466,-2.7602022662758827,0.0017369916619821844,0.09818420931696892,0.898184209316969,0.898184209316969,0.8591163670644164,3.2309396404773,3.2309396404773
20,0.6555304387584329,2.244243510067463,175.48641830398236,0.022684751078486443,-2.8185219913721085,0.0015187210365990764,0.351819533854723,-0.1854437291622162,0.6524635741779856,0.17563151195645332,0.9756315119564534,0.9756315119564534,0.9948105551302433,3.393772666156292,3.393772666156292
21,0.3996463129296899,0.19717050343751907,1.5746009293687686,0.7964124055579305,3.3712992444634438,2351.2523599704996,0.5441976767033339,1.3535814136266708,22.572591056995922,0.7000585980713367,1.5000585980713368,1.5000585980713368,0.1369179729372263,2.364301567524672,2.364301567524672
22,0.06035379692912102,-2.517169624567032,0.0030396975639205713,0.3558102175593376,-0.15351825952529907,0.7022338183186475,0.18703533429652452,-1.5037173256278038,0.03135325786801671,0.3245359370484948,1.1245359370484949,1.1245359370484949,0.44034201093018055,2.7284104131162166,2.7284104131162166
23,0.8082995377480984,3.466396301984787,2926.8219403993635,0.5829070163890719,1.6632561311125755,46.052809625193824,0.9946573739871383,4.957258991897106,90627.28964199766,0.8001391896978021,1.6001391896978021,1.6001391896978021,0.6762185655534267,3.011462278664112,3.011462278664112
24,0.8278653100132942,3.6229224801063538,4196.840653143457,0.24045370426028967,-1.0763703659176826,0.08387444010166119,0.2421486573293805,-1.062810741364956,0.08653449401958947,0.6459036571905017,1.4459036571905017,1.4459036571905017,0.30098350904881954,2.5611802108585837,2.5611802108585837
25,0.0720379576086998,-2.4236963391304016,0.0037696728426491405,0.9516808800399303,4.613447040319443,41062.6563305766,0.9247611751779914,4.398089401423931,25008.6012173673,0.2288945121690631,1.0288945121690631,1.0288945121690631,0.5651193037629128,2.878143164515495,2.878143164515495
26,0.4816506104543805,0.8532048836350441,7.131894064390062,0.3880399251356721,0.10431940108537674,1.2715088903199412,0.2814350239932537,-0.7485198080539703,0.17843506029355358,0.8544172924011946,1.6544172924011946,1.6544172924011946,0.7621598094701767,3.114591771364212,3.114591771364212
27,0.7297760890796781,2.8382087126374245,688.9833274428714,0.6776362452656031,2.4210899621248245,263.6877546435589,0.5988226886838675,1.7905815094709396,61.74211601575194,0.2713958602398634,1.0713958602398634,1.0713958602398634,0.1200264822691679,2.344031778723002,2.344031778723002
28,0.5354117462411523,1.2832939699292183,19.199679094926882,0.28728984110057354,-0.7016812711954117,0.1987553047798486,0.7692988822236657,3.1543910577893257,1426.8918512868731,0.4401629325002432,1.2401629325002432,1.2401629325002432,0.23435815889388323,2.48122979067266,2.48122979067266
29,0.28343688044697046,-0.7325049564242363,0.18513777650719992,0.5298590483143926,1.2388723865151405,17.3329461005645,0.08472562860697508,-2.3221949711441994,0.00476217147001679,0.9352970775216818,1.7352970775216818,1.7352970775216818,0.8997810212895274,3.279737225547433,3.279737225547433
30,0.13164054974913597,-1.9468756020069122,0.011301195763372006,0.09111175686120987,-2.271105945110321,0.00535665967129121,0.6914302036166191,2.531441628932953,339.9708091779934,0.059759306721389294,0.8597593067213893,0.8597593067213893,0.7106821490451694,3.052818578854203,3.052818578854203
31,0.8756846599280834,4.005477279424667,10126.917673873486,0.8495501084253192,3.7964008674025536,6257.500131437882,0.3760032821446657,0.008026257157325745,1.0186529732778755,0.5646557388827205,1.3646557388827205,1.3646557388827205,0.4073740290477872,2.6888488348573447,2.6888488348573447
32,0.8909367313608527,4.127493850886822,13412.00945399425,0.25049090292304754,-0.9960727766156197,0.10090837753497736,0.04837781470268965,-2.612977482378483,0.002437937219063984,0.788995229639113,1.588995229639113,1.588995229639113,0.9624254545196891,3.3549105454236265,3.3549105454236265
33,0.1466600140556693,-1.8267198875546455,0.014903219997569639,0.5549192391335964,1.4393539130687714,27.501343658137255,0.8638027096167207,3.9104216769337654,8136.2011480014435,0.3368331724777818,1.1368331724777818,1.1368331724777818,0.17101158294826746,2.4052138995379213,2.4052138995379213
